Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
7/13,"It is always the case that everytime when ( prop_2 ) , and the event that ( prop_3 ) occurs then the following condition holds : at the same time ( prop_1 ) .",G ( ( prop_2 & prop_3 ) -> prop_1 ),G( (prop_2 & prop_3) -> prop_1 ),True
8/14,"On condition that ( prop_1 ) , then all of the following conditions hold : at the same time ( prop_2 ) .",G ( prop_1 -> prop_2 ),G( prop_1 -> prop_2 ),True
8/15,"It is required that at some point during 599 to 8234 time units, either (prop_3) or (prop_1) happens, and (prop_2) should not happen .","( ( F [599,8234] prop_3 | prop_1 ) & ! prop_2 )","F[599,8234]((prop_3 | prop_1) & !prop_2)",True
8/16,"Once (prop_2), (prop_3) and (prop_1).",( F prop_2 -> ( prop_3 & prop_1 ) ),F(prop_2 & prop_3 & prop_1),False
8/17,"For each time instant in the next 273 to 307 time units ( prop_2 ) and ( prop_3 ) should be detected , or else ( prop_1 ) .","( G [273,307] ( prop_2 & prop_3 ) | prop_1 )","G[273,307]((prop_2 & prop_3) | prop_1)", True
9/18,( prop_1 ) or at any time ( prop_2 ),( prop_1 | F prop_2 ),prop_1 | F(prop_2),True
10/19,"Globally , during the interval that ( prop_2 ) , and ( prop_3 ) then the following condition holds : ( prop_1 ) , and ( prop_4 ) .",G ( ( prop_2 & prop_3 ) -> ( prop_1 & prop_4 ) ),G( (prop_2 & prop_3) -> (prop_1 & prop_4) ),True
11/20,( prop_1 ) or ( prop_2 ),( prop_1 | prop_2 ),prop_1 | prop_2,True
12/21,"Globally , everytime when ( prop_3 ) , or ( prop_1 ) , then all of the following conditions hold : the transition action that ( prop_2 ) happens starting without any delay and at the same time ( prop_4 ) .",G ( ( prop_3 | prop_1 ) -> ( prop_2 & prop_4 ) ),G((prop_3 | prop_1) -> (prop_2 & prop_4)),True
12/22,"The scenario that ( prop_4 ) should be detected whenever ( prop_3 ) or the event that ( prop_2 ) is observed , and at the same time ( prop_1 ) should be true .",( ( ( prop_4 | prop_3 ) -> prop_2 ) & prop_1 ),G( (prop_3 | prop_2) -> (prop_4 & prop_1) ),False
12/23,( prop_1 ) and whenever ( prop_2 ),( prop_1 & F prop_2 ),G ( prop_2 -> prop_1 ),False
12/24,"Do not do (prop_3) until sometime between 422 to 511 timesteps that if you do (prop_1), then also do (prop_2) .","( ! prop_3 U [422,511] ( prop_1 -> prop_2 ) )","(!prop_3) U (F[422,511] (prop_1 -> prop_2))",False
12/25,"If it is globally the case that within the next 2148 to 5233 time units whenever ( prop_1 ) then ( prop_2 ) happens , then ( prop_3 ) .","( G [2148,5233] ( prop_1 -> prop_2 ) -> prop_3 )","(G(F[2148,5233](prop_1 -> prop_2)) -> prop_3)",False
13/26,"Globally , during the interval that ( prop_3 ) , and ( prop_4 ) , then all of the following conditions hold : ( prop_1 ) , or at the same time ( prop_2 ) .",G ( ( prop_3 & prop_4 ) -> ( prop_1 | prop_2 ) ),G( (prop_3 & prop_4) -> (prop_1 | prop_2) ),True
13/27,whenever ( prop_1 ) or ( prop_2 ),F ( prop_1 | prop_2 ),G ( prop_1 | prop_2 ),False
14/28,When the event that ( prop_2 ) is detected then all of the following conditions are true : without any delay ( prop_3 ) or ( prop_1 ) .,G ( prop_2 -> ( prop_3 | prop_1 ) ),G ( prop_2 -> ( prop_3 | prop_1 ) ),True
14/29,at any time ( prop_1 ) or when possible ( prop_2 ),F ( prop_1 | F prop_2 ),G ( prop_1 | prop_2 ),False
15/30,"If it is not the case that ( prop_1 ) happens at some point in the future , then ( prop_2 ) .",( ! ( F prop_1 ) -> prop_2 ),!F(prop_1) -> prop_2,True
15/31,"In case that ( prop_3 ) or the transition action that ( prop_1 ) is detected , then all of the following conditions are true : there shall eventually exist a certain time point in the future before the end of the execution , at which in the future until the end of the execution , ( prop_2 ) .",G ( ( prop_3 | prop_1 ) -> F ( G prop_2 ) ),((prop_3 | prop_1) -> F(prop_2 U true)),False
15/32,"Do not let (prop_3) happen, and ensure that either (prop_2) or (prop_1) occurs.",( ! prop_3 & ( prop_2 | prop_1 ) ),G( !prop_3 & (prop_2 | prop_1) ),False
15/33,"In the case ( prop_1 ) , and ( prop_2 ) , then the following condition is true : for every moment in the next 9516 to 16371 time units there must ultimately exist a certain time point in the future before the execution ends , at which ( prop_3 ) .","G ( ( prop_1 & prop_2 ) -> G [9516,16371] ( F prop_3 ) )","G((prop_1 & prop_2) -> G[9516,16371](F(prop_3)))",True
15/34,"Either make sure (prop_3) and (prop_2) are the same, or keep (prop_1) true for all time after 8212 timesteps .","( ( prop_3 <-> prop_2 ) | G [8212,infinite] prop_1 )","((prop_3 <-> prop_2) | G[8212,∞] prop_1)",True
16/35,"It is always the case that in case that ( prop_2 ) , and ( prop_3 ) , then in response ( prop_1 ) .",G ( ( prop_2 & prop_3 ) -> prop_1 ),G((prop_2 & prop_3) -> prop_1),True
16/36,"If (prop_1), do (prop_2), and always keep (prop_3) during 5532 to 8202 time steps .","( ( prop_1 -> prop_2 ) & G [5532,8202] prop_3 )","(prop_1 -> (prop_2 & G[5532,8202] prop_3))",True
16/37,"The condition that for all the time instant within the next 311 to 553 time units ( prop_3 ) should happen and the scenario that ( prop_1 ) should be detected, the above condition is equivalent to ( prop_2 ) .","( ( G [311,553] prop_3 & prop_1 ) <-> prop_2 )","((F[311,553] prop_3) & prop_1) <-> prop_2",False
16/38,"If at some point ( prop_3 ) or ( prop_1 ) is detected and continues to happen until at some other point during the 2210 to 6414 time units ( prop_4 ) is detected , then ( prop_2 ) .","( ( ( prop_3 | prop_1 ) U [2210,6414] prop_4 ) -> prop_2 )","((prop_3 | prop_1) U[2210,6414] prop_4) -> prop_2",True
16/39,whenever ( prop_1 ) or ( prop_2 ),F ( prop_1 | prop_2 ),G ( prop_1 | prop_2 ),False
16/40,"In the event that ( prop_2 ) , and ( prop_3 ) then the following condition holds : ultimately there ought to exist a certain moment during the first 12 to 12 time units , at which ( prop_1 ) and then this scenario has to sustain in the future till the simulation ends .","G ( ( prop_2 & prop_3 ) -> F [12,12] ( G prop_1 ) )","((prop_2 & prop_3) -> F[12,12](prop_1 & G(prop_1)))",False
17/41,"Globally , in case that the scenario that ( prop_1 ) is observed , then the following condition holds : ( prop_2 ) then this condition should last uninterruptedly until the event that ( prop_3 ) is observed ultimately at a certain time instant in the future before the execution ends .",G ( prop_1 -> ( prop_2 U prop_3 ) ),G( prop_1 -> ( prop_2 U prop_3 ) ),True
17/42,"As soon as ( prop_1 ) and ( prop_2 ) , then all of the following conditions are true : ( prop_3 ) and then consecutively this scenario will have to hold till there is a certain time instant starting between 3850 to 13308 time units eventually , at which ( prop_4 ) .","G ( ( prop_1 & prop_2 ) -> ( prop_3 U [3850,13308] prop_4 ) )","G( (prop_1 & prop_2) -> (prop_3 U[F[3850,13308]] prop_4) )",False
17/43,In case that the scenario that ( prop_1 ) is observed then the following condition is true : in no time ( prop_2 ) .,G ( prop_1 -> prop_2 ),G( prop_1 -> G( !prop_2 ) ),False
18/44,"Either (prop_1) or (prop_3) should happen, or eventually (prop_2) should occur.",( ( prop_1 | prop_3 ) | F prop_2 ),(prop_1 | prop_3 | F prop_2),True
19/45,Everytime when ( prop_1 ) then all of the following conditions hold : ( prop_2 ) .,G ( prop_1 -> prop_2 ),G ( prop_1 -> prop_2 ),True
20/46,(prop_1) and (prop_2).,( prop_1 & prop_2 ),prop_1 & prop_2,True
20/47,"If (prop_4) or (prop_5), then for next 20 units (prop_1), otherwise (prop_3) untill (prop_2).","( ( ( prop_4 | prop_5 ) -> G [0,20] prop_1 ) | ( prop_3 U prop_2 ) )","((prop_4 | prop_5) -> F[0,20] prop_1) & (!(prop_4 | prop_5) -> (prop_3 U prop_2))",False
20/48,"If ( prop_4 ) is equivalent to ( prop_3 ) then ( prop_1 ) happens , or else ( prop_2 ) .",( ( ( prop_4 <-> prop_3 ) -> prop_1 ) | prop_2 ),((prop_4 <-> prop_3) -> prop_1) & (!(prop_4 <-> prop_3) -> prop_2),False
21/49,"Globally , while ( prop_1 ) then all of the following conditions hold : instantly ( prop_3 ) , or ( prop_2 ) .",G ( prop_1 -> ( prop_3 | prop_2 ) ),G ( prop_1 -> ( prop_3 | prop_2 ) ),True
21/50,when possible ( prop_1 ) or always ( prop_2 ),F ( prop_1 | G prop_2 ),F(prop_1) | G(prop_2),False
21/51,"Until either (prop_4) or (prop_2) happens, if (prop_3) happens, then (prop_1) should also happen.",( ( prop_3 -> prop_1 ) U ( prop_4 | prop_2 ) ),((!prop_4 & !prop_2) U ((prop_3 -> prop_1) & (prop_4 | prop_2))),False
21/52,never ( prop_1 ) or ( prop_2 ),G ( ! prop_1 | prop_2 ),G !(prop_1 | prop_2),False
22/53,"Globally , if the transition action that ( prop_2 ) is detected , then all of the following conditions hold : at the same time point ( prop_1 ) , or at the same time instant ( prop_3 ) .",G ( prop_2 -> ( prop_1 | prop_3 ) ),G ( prop_2 -> ( prop_1 | prop_3 ) ),True
23/54,Everytime when ( prop_3 ) then all of the following conditions hold : ( prop_2 ) or ( prop_1 ) .,G ( prop_3 -> ( prop_2 | prop_1 ) ),G ( prop_3 -> ( prop_2 | prop_1 ) ),True
23/55,"It is always the case that in case that the transition action that ( prop_1 ) occurs then in response ( prop_3 ) and then consistently this condition must sustain until there is a time after between 1 to 6 time units , at which finally ( prop_2 ) .","G ( prop_1 -> ( prop_3 U [1,6] prop_2 ) )","G( prop_1 -> ( prop_3 U[1,6] prop_2 ) )",True
23/56,"While ( prop_2 ) and ( prop_3 ) are happening, the scenario ( prop_1 ) should be observed within the next 8345 to 16272 time units.","G ( ( prop_2 & prop_3 ) -> F [8345,16272] prop_1 )","G((prop_2 & prop_3) -> F[8345,16272](prop_1))",True
23/57,"For each time instant between 243 and 395, ( prop_2 ) is equivalent to the scenario where if ( prop_3 ) happens, then ( prop_1 ) also happens.","( G [243,395] prop_2 <-> ( prop_3 -> prop_1 ) )","G[243,395] ( prop_2 <-> ( prop_3 -> prop_1 ) )", True
23/58,If ( prop_3 ) then ( prop_4 ) happens is equivalent to ( prop_1 ) happens and continues until at some point during the 418 to 875 time units ( prop_2 ) happens .,"( ( prop_3 -> prop_4 ) <-> ( prop_1 U [418,875] prop_2 ) )","((prop_3 -> prop_4) <-> (prop_1 U[418,875] prop_2))",True
23/59,"If ( prop_1 ) , then in response ( prop_2 ) .",G ( prop_1 -> prop_2 ),G ( prop_1 -> F prop_2 ),False
24/60,"It is always the case that whenever ( prop_3 ) or ( prop_1 ) , then the following condition is true : ( prop_2 ) .",G ( ( prop_3 | prop_1 ) -> prop_2 ),G((prop_3 | prop_1) -> prop_2),True
24/61,"Every time ( prop_2 ) and ( prop_3 ) happen, ( prop_1 ) will happen in response.",G ( ( prop_2 & prop_3 ) -> prop_1 ),G((prop_2 & prop_3) -> F(prop_1)),False
25/62,"Globally , in case that ( prop_1 ) , then ( prop_3 ) and then this scenario should consecutively sustain until ( prop_2 ) .",G ( prop_1 -> ( prop_3 U prop_2 ) ),G( prop_1 -> ( prop_3 U prop_2 ) ),True
25/63,"If ( prop_2 ) then ( prop_1 ) happens , the above constraint continues until the case that if ( prop_3 ) then ( prop_4 ) happens .",( ( prop_2 -> prop_1 ) U ( prop_3 -> prop_4 ) ),((prop_2 -> F prop_1) U (prop_3 -> F prop_4)),False
26/64,During the interval that ( prop_3 ) and ( prop_2 ) then in response ( prop_1 ) .,G ( ( prop_3 & prop_2 ) -> prop_1 ),G( (prop_3 & prop_2) -> prop_1 ),True
26/65,repeatedly ( prop_1 ) and at any time ( prop_2 ),G ( F prop_1 & F prop_2 ),G F prop_1 & G prop_2,False
27/66,"Globally , in case that the scenario that ( prop_2 ) is detected , then in response at the same time ( prop_1 ) and the event that ( prop_3 ) will have to be detected without any delay .",G ( prop_2 -> ( prop_1 & prop_3 ) ),G ( prop_2 -> ( prop_1 & prop_3 ) ),True
27/67,"If (prop_2) then (prop_1), then it should be globally true that (prop_3) after 484 time steps .","( ( prop_2 -> prop_1 ) -> G [484,infinite] prop_3 )","G(((prop_2 & X(prop_1)) -> F[484,484](prop_3)))",False
27/68,"Globally , whenever the event that ( prop_2 ) is detected then all of the following conditions hold : ( prop_3 ) and in no time ( prop_1 ) .",G ( prop_2 -> ( prop_3 & prop_1 ) ),G ( prop_2 -> ( prop_3 & !F prop_1 ) ),False
28/69,"The scenario that ( prop_3 ) is false if and only if the scenario that ( prop_1 ) is true, and this should happen until at some time  point in the future that ( prop_2 ) is observed .",( ( ! prop_3 <-> prop_1 ) U prop_2 ),((!prop_3) <-> prop_1) U prop_2,True
29/70,( prop_1 ) and at any time ( prop_2 ),( prop_1 & F prop_2 ),prop_1 & F prop_2,True
29/71,"If both (prop_1) and (prop_2) happen, then at some point after 199 time units, (prop_3) should happen.","( ( prop_1 & prop_2 ) -> F [199,infinite] prop_3 )","((prop_1 & prop_2) -> F[199,∞] prop_3)",True
29/72,The scenario in which at some point ( prop_3 ) or ( prop_2 ) then ( prop_4 ) is equivalent to the scenario in which ( prop_1 ) .,( ( ( prop_3 | prop_2 ) -> prop_4 ) <-> prop_1 ),F ( (prop_3 | prop_2) -> prop_4 ) <-> prop_1,False
29/73,"If the scenario ( prop_1 ) occurs, then ( prop_2 ) will happen.",G ( prop_1 -> prop_2 ),G ( prop_1 -> F prop_2 ),False
29/74,"If (prop_1) happens in the next 80 to 519 time steps, then make sure that (prop_2) is equivalent to (prop_3) .","( F [80,519] prop_1 -> ( prop_2 <-> prop_3 ) )","F[80,519](prop_1) -> (prop_2 <-> prop_3)",True
29/75,at some time ( prop_1 ) or whenever ( prop_2 ),F ( prop_1 | F prop_2 ),F(prop_1) | G(prop_2),False
30/76,"Globally , everytime when ( prop_4 ) and ( prop_1 ) then all of the following conditions hold : ( prop_3 ) and ( prop_2 ) .",G ( ( prop_4 & prop_1 ) -> ( prop_3 & prop_2 ) ),G((prop_4 & prop_1) -> (prop_3 & prop_2)),True
31/77,"Globally , in case that the transition action that ( prop_3 ) occurs , and ( prop_2 ) then the following condition holds : ( prop_1 ) .",G ( ( prop_3 & prop_2 ) -> prop_1 ),G((prop_3 & prop_2) -> prop_1),True
31/78,"At some point between the next 120 to 563 time units, ensure that (prop_2) happens, and during this time, either (prop_3) or (prop_1) should also happen.","( F [120,563] prop_2 & ( prop_3 | prop_1 ) )","F[120,563](prop_2 & (prop_3 | prop_1))",True
31/79,If (prop_3) then (prop_1) if and only if (prop_2) is equivalent to (prop_4) .,( ( prop_3 -> prop_1 ) -> ( prop_2 <-> prop_4 ) ),(prop_3 -> (prop_1 <-> prop_2)) <-> prop_4,False
31/80,"In the event that ( prop_1 ) , and ( prop_2 ) , then eventually there will exist a time within 4629 to 9407 time units , at which ( prop_3 ) and then this condition ought to remain in the future before the simulation ends .","G ( ( prop_1 & prop_2 ) -> F [4629,9407] ( G prop_3 ) )","G((prop_1 & prop_2) -> F[4629,9407](prop_3 & G(prop_3)))",False
31/81,"On condition that ( prop_1 ) , and ( prop_2 ) then all of the following conditions are true : there should be a certain time instant during the first 41 to 87 time units finally , after which ( prop_3 ) .","G ( ( prop_1 & prop_2 ) -> F [41,87] ( G prop_3 ) )","((prop_1 & prop_2) -> F[41,87](prop_3))",False
32/82,It is always the case that in case that the transition action that ( prop_1 ) occurs then the following condition holds : ( prop_2 ) .,G ( prop_1 -> prop_2 ),G ( prop_1 -> prop_2 ),True
33/83,"In the event that ( prop_2 ) and ( prop_3 ) , then in response in no time ( prop_4 ) and at the same time instant ( prop_1 ) .",G ( ( prop_2 & prop_3 ) -> ( prop_4 & prop_1 ) ),G( (prop_2 & prop_3) -> (prop_4 & prop_1) ),True
34/84,"It is always the case that when ( prop_2 ) , and ( prop_1 ) , then the following condition holds : ( prop_3 ) .",G ( ( prop_2 & prop_1 ) -> prop_3 ),G((prop_2 & prop_1) -> prop_3),True
34/85,"It is always the case that if the transition action that ( prop_3 ) does not get observed , and the scenario that ( prop_4 ) is observed then the following condition holds : starting without any delay the event that ( prop_1 ) should never take place and ( prop_2 ) .",G ( ( prop_3 & prop_4 ) -> ( prop_1 & prop_2 ) ),G((!prop_3 & prop_4) -> (!prop_1 & prop_2)),False
35/86,"It is always the case that in case that the transition action that ( prop_1 ) gets observed , then all of the following conditions are true : right away ( prop_2 ) and promptly ( prop_3 ) .",G ( prop_1 -> ( prop_2 & prop_3 ) ),G ( prop_1 -> ( prop_2 & prop_3 ) ),True
35/87,at some time ( prop_1 ) and at any time ( prop_2 ),F ( prop_1 & F prop_2 ),F(prop_1) & G(prop_2),False
35/88,Keep (prop_3) until (prop_4) and make sure (prop_1) and (prop_2) both happen .,( ( prop_3 U prop_4 ) & ( prop_1 & prop_2 ) ),(prop_3 U prop_4) & (F prop_1) & (F prop_2),False
36/89,at some time ( prop_1 ) until at some time ( prop_2 ),F ( prop_1 U F prop_2 ),(F prop_1) U (F prop_2),True
36/90,"Either keep (prop_3) true all the time, or make sure (prop_2) is equivalent to (prop_1) .",( G prop_3 | ( prop_2 <-> prop_1 ) ),(G prop_3) | (G (prop_2 <-> prop_1)),False
36/91,"It is always the case that in case that the transition action that ( prop_2 ) gets observed and ( prop_1 ) then in response finally there must be a certain time point after between 1495 to 8764 time units , at which ( prop_3 ) .","G ( ( prop_2 & prop_1 ) -> F [1495,8764] ( G prop_3 ) )","G((prop_2 & prop_1) -> F[1495,8764](prop_3))",True
36/92,In case that ( prop_1 ) then in response ( prop_2 ) .,G ( prop_1 -> prop_2 ),G ( prop_1 -> F prop_2 ),False
37/93,"When the transition action ( prop_1 ) occurs, then the following conditions are true: ( prop_3 ) or ( prop_2 ).",G ( prop_1 -> ( prop_3 | prop_2 ) ),G ( prop_1 -> ( prop_3 | prop_2 ) ),True
37/94,"In case that ( prop_2 ) , and ( prop_1 ) , then the following condition holds : for every time instant in the following 12 to 16 time units , ( prop_3 ) .","G ( ( prop_2 & prop_1 ) -> G [12,16] prop_3 )","G( (prop_2 & prop_1) -> G[12,16](prop_3) )",True
37/95,"It is always the case that everytime when ( prop_3 ) or ( prop_2 ) , then the following condition is true : ( prop_1 ) .",G ( ( prop_3 | prop_2 ) -> F prop_1 ),G((prop_3 | prop_2) -> prop_1),False
38/96,"In the case ( prop_3 ) , and ( prop_2 ) then the following condition is true : at once ( prop_1 ) .",G ( ( prop_3 & prop_2 ) -> prop_1 ),G((prop_3 & prop_2) -> prop_1),True
39/97,"Globally , whenever ( prop_3 ) , and ( prop_1 ) then in response at the same moment ( prop_2 ) .",G ( ( prop_3 & prop_1 ) -> prop_2 ),G((prop_3 & prop_1) -> prop_2),True
40/98,( prop_1 ) and ( prop_2 ),( prop_1 & prop_2 ),prop_1 & prop_2,True
40/99,"It is always the case that if the event that ( prop_1 ) happens then all of the following conditions hold : ( prop_2 ) , and at the same moment the scenario that ( prop_3 ) wo n't happen .",G ( prop_1 -> ( prop_2 & prop_3 ) ),G ( prop_1 -> ( prop_2 & !prop_3 ) ),False
40/100,"Everytime when the event that ( prop_1 ) takes place then in response at a time in the future , finally the transition action that ( prop_2 ) is observed , before that ( prop_3 ) .",G ( prop_1 -> ( prop_2 U prop_3 ) ),G( prop_1 -> ( (!prop_3) U prop_2 ) ),False
