true/total,natural_language,reference_ltl,generated_ltl,Equivalence Check
9/23,If ( prop_1 ) and ( prop_2 ) then the following condition is true : ( prop_3 ) .,G ( ( prop_1 & prop_2 ) -> prop_3 ),G((prop_1 & prop_2) -> prop_3),True
9/24,"Globally , while ( prop_3 ) and ( prop_2 ) , then in response the subsequent condition shall not be true : at a certain moment in the coming 57 time units , ( prop_1 ) .",G ( ( prop_3 & prop_2 ) -> ! ( F prop_1 ) ),"G( (prop_3 & prop_2) -> !F[0,57](prop_1) )",False
9/25,"It is not the case that ( prop_2 ) happens and continues to happen until at some point during the 464 to 779 time units ( prop_1 ) is detected , is equivalent to the scenario in which ( prop_3 ) .","! ( ( prop_2 U [464,779] prop_1 ) <-> prop_3 )","!((prop_2 U[464,779] prop_1)) <-> prop_3",True
10/26,( prop_1 ) or ( prop_2 ),( prop_1 | prop_2 ),prop_1 | prop_2,True
11/27,at some time ( prop_1 ) or at some time ( prop_2 ),F ( prop_1 | F prop_2 ),F(prop_1) | F(prop_2),True
11/28,at any time ( prop_1 ) or ( prop_2 ),F ( prop_1 | prop_2 ),G ( prop_1 | prop_2 ),False
11/29,If ( prop_3 ) and ( prop_1 ) then ( prop_2 ) .,G ( ( prop_3 & prop_1 ) -> prop_2 ),((prop_3 & prop_1) -> prop_2),False
12/30,at some time ( prop_1 ) or at some time ( prop_2 ),F ( prop_1 | F prop_2 ),F(prop_1) | F(prop_2),True
12/31,at some time ( prop_1 ) or never ( prop_2 ),F ( prop_1 | G ( ! prop_2 ) ),F(prop_1) | G(!prop_2),False
13/32,Everytime when ( prop_3 ) then all of the following conditions hold : ( prop_2 ) or ( prop_1 ) .,G ( prop_3 -> ( prop_2 | prop_1 ) ),G ( prop_3 -> ( prop_2 | prop_1 ) ),True
14/33,"If at some point ( prop_3 ) is not detected and this continues until ( prop_2 ) , or else ( prop_1 ) .",( ( ! prop_3 U prop_2 ) | prop_1 ),((!prop_3) U (prop_2)) | prop_1,True
14/34,"if when possible ( prop_1 ) , at some time ( prop_2 )",( F prop_1 -> F prop_2 ),(prop_1 -> F prop_2),False
14/35,"If either (prop_3) or (prop_1) is detected, then it is equivalent to the situation where at some point after the next 256 time units, (prop_2) will be detected.","( ( prop_3 | prop_1 ) <-> F [256,infinite] prop_2 )","((prop_3 | prop_1) <-> F[256,∞] prop_2)",True
14/36,"It is always the case that everytime when the transition action that ( prop_1 ) takes place then the following condition holds : without any delay the transition action that ( prop_2 ) never takes place , and without any delay ( prop_3 ) .",G ( prop_1 -> ( prop_2 & prop_3 ) ),G ( prop_1 -> ( !prop_2 & prop_3 ) ),False
15/37,It is always the case that if ( prop_1 ) then all of the following conditions hold : ( prop_3 ) and ( prop_2 ) .,G ( prop_1 -> ( prop_3 & prop_2 ) ),G ( prop_1 -> ( prop_3 & prop_2 ) ),True
16/38,"Globally , if the scenario that ( prop_2 ) happens then all of the following conditions hold : ( prop_3 ) , or ( prop_1 ) .",G ( prop_2 -> ( prop_3 | prop_1 ) ),G ( prop_2 -> ( prop_3 | prop_1 ) ),True
17/39,"If it keeps happening that ( prop_3 ) and ( prop_1 ) are equivalent until ( prop_4 ) happens , and then imply ( prop_2 ) .",( ( ( prop_3 <-> prop_1 ) U prop_4 ) -> prop_2 ),((prop_3 <-> prop_1) U prop_4) -> prop_2,True
18/40,"In the case ( prop_3 ) , or ( prop_1 ) , then in response ( prop_2 ) .",G ( ( prop_3 | prop_1 ) -> prop_2 ),G((prop_3 | prop_1) -> prop_2),True
19/41,"Either (prop_3) should not happen, or else (prop_1) is equivalent to (prop_2) .",( ! prop_3 | ( prop_1 <-> prop_2 ) ),!prop_3 | (prop_1 <-> prop_2),True
19/42,"On condition that the scenario that ( prop_3 ) is detected then the following condition is true : eventually the event that ( prop_1 ) will happen at a certain time point within the subsequent 9066 to 15598 time units , and before that ( prop_2 ) .","G ( prop_3 -> ( prop_1 U [9066,15598] prop_2 ) )","G( prop_3 -> ( F[9066,15598]( prop_1 & (!prop_2 U prop_1) ) ) )",False
19/43,"If at some point ( prop_1 ) then ( prop_3 ) , or else ( prop_2 ) happens and this scenario will hold until at some other point during the 154 to 240 time units ( prop_4 ) is detected .","( ( ( prop_1 -> prop_3 ) | prop_2 ) U [154,240] prop_4 )","((F prop_1) -> (prop_3 | prop_2)) U[154,240] prop_4",False
19/44,"For each time instant in the next 178 to 555 time units, either ( prop_1 ) or ( prop_2 ) should be detected , and also ( prop_3 ) .","( G [178,555] ( prop_1 | prop_2 ) & prop_3 )","G[178,555]((prop_1 | prop_2) & prop_3)",True
20/45,In case that the event that ( prop_1 ) occurs and ( prop_2 ) then all of the following conditions hold : at once ( prop_3 ) .,G ( ( prop_1 & prop_2 ) -> prop_3 ),G((prop_1 & prop_2) -> prop_3),True
21/46,( prop_1 ) or always ( prop_2 ),( prop_1 | G prop_2 ),prop_1 | G(prop_2),True
21/47,It is always the case that in case that the event that ( prop_1 ) occurs then all of the following conditions are true : without any delay the scenario that ( prop_3 ) is never observed and instantly ( prop_2 ) .,G ( prop_1 -> ( prop_3 & prop_2 ) ),G( prop_1 -> ( prop_2 & !prop_3 ) ),False
21/48,"Globally , if the event that ( prop_1 ) takes place , then the following condition holds : at a certain moment in the coming 1323 to 6118 time units , eventually ( prop_3 ) , and until then ( prop_2 ) .","G ( prop_1 -> ( prop_3 U [1323,6118] prop_2 ) )","G( prop_1 -> ( F[1323,6118](prop_3) & (prop_2 U prop_3) ) )",False
21/49,"Either ( prop_3 ) happens and continues to happen until at some point during the 71 to 502 time units ( prop_1 ) is detected , or else ( prop_2 ) .","( ( prop_3 U [71,502] prop_1 ) | prop_2 )","((prop_3 U[71,502] prop_1) | prop_2)",True
22/50,"Either ( prop_3 ) happens and at the same time ( prop_1 ) happens , or else ( prop_2 ) does not happen .",( ( prop_3 & prop_1 ) | ! prop_2 ),((prop_3 & prop_1) | !prop_2),True
22/51,at some time ( prop_1 ) and at any time ( prop_2 ),F ( prop_1 & F prop_2 ),F(prop_1) & G(prop_2),False
22/52,"As soon as ( prop_4 ) and ( prop_2 ) , then all of the following conditions are true : ( prop_3 ) and then consecutively this scenario will have to hold till there is a certain time instant starting between 56 to 98 time units eventually , at which ( prop_1 ) .","G ( ( prop_4 & prop_2 ) -> ( prop_3 U [56,98] prop_1 ) )","((prop_4 & prop_2) -> (prop_3 U_[56,98] prop_1))",False
22/53,"( prop_3 ) happens and continues until at some point during the 469 to 850 time units ( prop_2 ) happens , is equivalent to the case that ( prop_1 ) and ( prop_4 ) happen at the same time .","( ( prop_3 U [469,850] prop_2 ) <-> ( prop_1 & prop_4 ) )","((prop_3 U[469,850] prop_2) <-> (prop_1 & prop_4))",True
22/54,"It is always the case that when there will be a time in the next 20 to 41 time units ultimately , at which ( prop_1 ) , and until then ( prop_3 ) then all of the following conditions hold : in the future , ( prop_2 ) .","G ( ( prop_1 U [20,41] prop_3 ) -> G prop_2 )","G( (F[20,41](prop_1) & (prop_3 U prop_1)) -> F(prop_2) )",False
22/55,"If ( prop_3 ) and ( prop_4 ) happens and continues to happen until at some point during the 280 to 533 time units ( prop_1 ) is detected , then the scenario is equivalent to ( prop_2 ) .","( ( ( prop_3 & prop_4 ) U [280,533] prop_1 ) <-> prop_2 )","((prop_3 & prop_4) U[280,533] prop_1) <-> prop_2",True
23/56,"It is always the case that whenever ( prop_2 ) , or ( prop_1 ) , then in response ( prop_3 ) .",G ( ( prop_2 | prop_1 ) -> prop_3 ),G((prop_2 | prop_1) -> prop_3),True
24/57,"It is always the case that if the scenario that ( prop_3 ) takes place , then all of the following conditions are true : ( prop_2 ) , and ( prop_1 ) .",G ( prop_3 -> ( prop_2 & prop_1 ) ),G ( prop_3 -> ( prop_2 & prop_1 ) ),True
24/58,at any time ( prop_1 ) or at some time ( prop_2 ),F ( prop_1 | F prop_2 ),G(prop_1) | F(prop_2),False
24/59,"Whenever the scenario that ( prop_1 ) gets observed , or ( prop_2 ) , ( prop_3 ) .",G ( ( prop_1 | prop_2 ) -> G prop_3 ),G( (prop_1 | prop_2) -> prop_3 ),False
24/60,"When ( prop_2 ) or ( prop_3 ) , then in response there should be a time after between 8202 to 15951 time units eventually , at which ( prop_1 ) .","G ( ( prop_2 | prop_3 ) -> F [8202,15951] prop_1 )","G( (prop_2 | prop_3) -> F[8202,15951](prop_1) )",True
24/61,"Stay (prop_2) for 354 timesteps, and if (prop_3) happens, then first keep (prop_1) and then let (prop_4) happen at some point during 521 to 996 time steps.","( G [0,354] prop_2 & ( prop_3 -> ( prop_1 & F [521,996] prop_4 ) ) )","(prop_2)[0,354] & (prop_3 -> (prop_1 U (F[521,996] prop_4)))",False
25/62,"As soon as the transition action that ( prop_2 ) is observed , then all of the following conditions hold : ( prop_3 ) and ( prop_1 ) .",G ( prop_2 -> ( prop_3 & prop_1 ) ),G ( prop_2 -> ( prop_3 & prop_1 ) ),True
26/63,When the event that ( prop_3 ) is observed and ( prop_2 ) then ( prop_1 ) .,G ( ( prop_3 & prop_2 ) -> prop_1 ),G((prop_3 & prop_2) -> prop_1),True
26/64,"If (prop_2), then (prop_1), and make sure (prop_3) happens some time after the next 6204 time units .","( ( prop_2 -> prop_1 ) & F [6204,infinite] prop_3 )","G( prop_2 -> ( prop_1 & F[6204,∞) prop_3 ) )",False
26/65,The scenario in which (prop_2) happens and continues until at some point during 139 to 282 timesteps (prop_3) should happen is equivalent to the scenario in which (prop_1) or (prop_4) happens .,"( ( prop_2 U [139,282] prop_3 ) <-> ( prop_1 | prop_4 ) )","((prop_2 U[139,282] prop_3) <-> (prop_1 | prop_4))",True
26/66,"If (prop_2) happens, then (prop_4) should also happen, otherwise either (prop_1) or (prop_3) should happen.",( ( prop_2 -> prop_4 ) | ( prop_1 | prop_3 ) ),(prop_2 -> prop_4) & (!prop_2 -> (prop_1 | prop_3)),False
27/67,"It is always the case that everytime when ( prop_3 ) or ( prop_1 ) , then all of the following conditions hold : ( prop_2 ) .",G ( ( prop_3 | prop_1 ) -> prop_2 ),G((prop_3 | prop_1) -> prop_2),True
28/68,"Globally , in case that the scenario that ( prop_1 ) gets observed then the following condition is true : starting without any delay ( prop_3 ) and ( prop_2 ) .",G ( prop_1 -> ( prop_3 & prop_2 ) ),G ( prop_1 -> ( prop_3 & prop_2 ) ),True
29/69,"It is always the case that when the scenario that ( prop_1 ) is detected , then the following condition is true : without any delay ( prop_2 ) .",G ( prop_1 -> prop_2 ),G ( prop_1 -> prop_2 ),True
30/70,"In the case ( prop_1 ) , and ( prop_3 ) then all of the following conditions are true : ( prop_2 ) .",G ( ( prop_1 & prop_3 ) -> prop_2 ),G((prop_1 & prop_3) -> prop_2),True
31/71,"Globally , if ( prop_1 ) and ( prop_3 ) , then there will have to exist a certain moment in the future before the end of the execution , at which ( prop_2 ) .",G ( ( prop_1 & prop_3 ) -> F prop_2 ),G( (prop_1 & prop_3) -> F(prop_2) ),True
31/72,It is always the case that whenever ( prop_2 ) or the transition action that ( prop_3 ) happens then for every moment within 19 to 24 time units at a certain time instant within the following 1 to 6 time units the scenario that ( prop_1 ) will be detected eventually .,"G ( ( prop_2 | prop_3 ) -> G [19,24] ( F [1,6] prop_1 ) )","G((prop_2 | prop_3) -> ([19,24]F[1,6]prop_1))",False
31/73,The scenario in which ( prop_2 ) does not happen is equivalent to the scenario in which ( prop_1 ) happens and continues until at some point during the 9148 to 18437 time units ( prop_3 ) happens .,"( ! prop_2 <-> ( prop_1 U [9148,18437] prop_3 ) )","(!prop_2) <-> (prop_1 U[9148,18437] prop_3)",True
31/74,"It is always the case that whenever the scenario that ( prop_3 ) and ( prop_1 ) then all of the following conditions hold : there should exist a certain time point within the next 57 to 58 time units ultimately , at which ( prop_2 ) and shall always stay like this for each time instant within the subsequent 10 to 19 time units .","G ( ( prop_3 & prop_1 ) -> F [57,58] ( G [10,19] prop_2 ) )","G( (prop_3 & prop_1) -> F[57,58]( prop_2 & G[10,19](prop_2) ) )",False
31/75,whenever ( prop_1 ) until at any time ( prop_2 ),F ( prop_1 U F prop_2 ),(prop_1 U prop_2),False
32/76,In the event that ( prop_2 ) and ( prop_3 ) then in response immediately ( prop_1 ) .,G ( ( prop_2 & prop_3 ) -> prop_1 ),G((prop_2 & prop_3) -> prop_1),True
33/77,Make sure you do not (prop_2) until (prop_1).,( ! prop_2 ) U prop_1,!prop_2 U prop_1,True
33/78,"when at any time ( prop_1 ) , whenever ( prop_2 )",( F prop_1 -> F prop_2 ),G( prop_1 -> prop_2 ),False
33/79,"If ( prop_2 ) does not happen , then ( prop_1 ) , and also ( prop_3 ) .",( ( ! prop_2 -> prop_1 ) & prop_3 ),!prop_2 -> (prop_1 & prop_3),False
33/80,at any time ( prop_1 ) or whenever ( prop_2 ),F ( prop_1 | F prop_2 ),G ( prop_1 | prop_2 ),False
33/81,"On condition that the event that ( prop_1 ) is observed , then all of the following conditions are true : ( prop_3 ) and the scenario that ( prop_2 ) will have to be observed immediately .",G ( prop_1 -> ( prop_3 & prop_2 ) ),G( prop_1 -> (prop_3 & X prop_2) ),False
34/82,"While ( prop_2 ) , then in response at once ( prop_1 ) , and ( prop_3 ) .",G ( prop_2 -> ( prop_1 & prop_3 ) ),G( prop_2 -> ( prop_1 & prop_3 ) ),True
34/83,"Globally , when the scenario that ( prop_3 ) gets observed , then the following condition holds : ( prop_1 ) , and promptly ( prop_2 ) .",G ( prop_3 -> ( prop_1 & prop_2 ) ),G( prop_3 -> ( prop_1 & X prop_2 ) ),False
34/84,"In the case ( prop_3 ) and ( prop_1 ) then all of the following conditions hold : for each moment in the future before the end of the execution , there will be a certain time instant starting at most 90 time units , at which finally ( prop_2 ) .",G ( ( prop_3 & prop_1 ) -> G ( F prop_2 ) ),"G((prop_3 & prop_1) -> G(F[0,90](prop_2)))",False
34/85,"Globally , whenever ( prop_1 ) or the scenario that ( prop_3 ) gets observed , then the following condition is true : there ought to be a certain time instant in the future before the end of the execution finally , after which for every time instant within the next 60 time units ( prop_2 ) .",G ( ( prop_1 | prop_3 ) -> F ( G prop_2 ) ),"G( (prop_1 | prop_3) -> F( (prop_2)[0,60] ) )",False
34/86,at some time ( prop_1 ) or at any time ( prop_2 ),F ( prop_1 | F prop_2 ),F(prop_1) | G(prop_2),False
34/87,at any time ( prop_1 ) and ( prop_2 ),F ( prop_1 & prop_2 ),G (prop_1 & prop_2),False
34/88,"If ( prop_1 ) implies ( prop_2 ), then at some point after 239 time units, ( prop_3 ) should happen.","( ( prop_1 -> prop_2 ) -> F [239,infinite] prop_3 )","((prop_1 -> prop_2) -> F[239,∞] prop_3)",True
34/89,"On condition that ( prop_1 ) , and ( prop_2 ) , then promptly ( prop_4 ) , and immediately ( prop_3 ) .",G ( ( prop_1 & prop_2 ) -> ( prop_4 & prop_3 ) ),"G((prop_1 & prop_2) -> (X prop_3 & F[0,1] prop_4))",False
35/90,"Globally , in case that ( prop_1 ) then in response ( prop_2 ) , or ( prop_3 ) .",G ( prop_1 -> ( prop_2 | prop_3 ) ),G ( prop_1 -> ( prop_2 | prop_3 ) ),True
36/91,"It is always the case that everytime when ( prop_1 ) , then all of the following conditions hold : ( prop_2 ) .",G ( prop_1 -> prop_2 ),G ( prop_1 -> prop_2 ),True
37/92,It is always the case that everytime when the scenario that ( prop_3 ) is detected then the following condition is true : without any delay ( prop_2 ) or ( prop_1 ) .,G ( prop_3 -> ( prop_2 | prop_1 ) ),G ( prop_3 -> ( prop_2 | prop_1 ) ),True
38/93,"Globally , everytime when the scenario that ( prop_2 ) takes place , then ( prop_3 ) and ( prop_1 ) .",G ( prop_2 -> ( prop_3 & prop_1 ) ),G ( prop_2 -> ( prop_3 & prop_1 ) ),True
39/94,"In case that the event that ( prop_3 ) gets observed then all of the following conditions hold : promptly ( prop_2 ) , or at the same time ( prop_1 ) .",G ( prop_3 -> ( prop_2 | prop_1 ) ),G( prop_3 -> ( prop_2 | prop_1 ) ),True
39/95,"In case that ( prop_1 ) , then the following condition is true : ( prop_2 ) and this scenario ought to keep consecutively until at sometime in the future before ( prop_3 ) .",G ( prop_1 -> ( prop_2 U prop_3 ) ),(prop_1 -> (prop_2 U prop_3)),False
40/96,"It is always the case that when the event that ( prop_3 ) gets detected or ( prop_2 ) , then all of the following conditions are true : simultaneously ( prop_1 ) .",G ( ( prop_3 | prop_2 ) -> prop_1 ),G((prop_3 | prop_2) -> prop_1),True
41/97,"If it is the case that ( prop_2 ) leads to ( prop_1 ) is equivalent to ( prop_3 ) , then ( prop_4 ) .",( ( ( prop_2 -> prop_1 ) <-> prop_3 ) -> prop_4 ),((prop_2 -> prop_1) <-> prop_3) -> prop_4,True
42/98,"Globally , in case that the transition action that ( prop_1 ) gets observed then the following condition is true : ( prop_2 ) .",G ( prop_1 -> prop_2 ),G ( prop_1 -> prop_2 ),True
43/99,( prop_1 ) or ( prop_2 ),( prop_1 | prop_2 ),prop_1 | prop_2,True
43/100,"If ( prop_2 ) then ( prop_1 ) happens , and also ( prop_3 ) , and ( prop_4 ) .",( ( ( prop_2 -> prop_1 ) & prop_3 ) & prop_4 ),(prop_2 -> (prop_1 & prop_3 & prop_4)),False
